name	timestamp	powerave	powermin	powermax	tempave	tempmin	tempmax	utilave	utilmin	utilmax	gmemave	gmemmin	gmemmax
cbsugpu08	2025-10-18 12:00:00.000	345.4275	100	347.06	67.375	65	70	99.5	97	100	78.5	69	84
cbsugpu08	2025-10-18 11:00:00.000	345.2975	100	346.61	67.375	65	70	100	100	100	71.75	68	83
cbsugpu08	2025-10-18 10:00:00.000	345.76875	100	346.43	67.125	65	70	99.5	97	100	77.75	68	83
cbsugpu08	2025-10-18 09:00:00.000	345.7275	100	347.1	66.875	64	70	100	100	100	71.625	68	82
cbsugpu08	2025-10-18 08:00:00.000	345.31	100	346.19	66.75	64	69	99.75	98	100	71.25	67	79
cbsugpu08	2025-10-18 07:00:00.000	345.44625	100	347.47	67	64	70	99.375	97	100	73.375	68	82
cbsugpu08	2025-10-18 06:00:00.000	345.48875	100	347.49	66.75	64	69	99.125	97	100	72.625	67	82
cbsugpu08	2025-10-18 05:00:00.000	345.67375	100	347.54	66.875	64	70	99.625	98	100	71.75	65	83
cbsugpu08	2025-10-18 04:00:00.000	345.17125	100	346.49	66.625	64	69	99.875	99	100	74.875	67	83
cbsugpu08	2025-10-18 03:00:00.000	345.24625	100	347	66.875	64	69	100	100	100	71.25	67	82
cbsugpu08	2025-10-18 02:00:00.000	345.07875	100	345.9	65.875	63	68	100	100	100	73.5	68	83
cbsugpu08	2025-10-18 01:00:00.000	345.4175	100	347.74	66.75	64	69	100	100	100	73.625	68	84
cbsugpu08	2025-10-18 00:00:00.000	345.70375	100	346.41	66.5	64	69	99.375	97	100	74.125	67	83
cbsugpu08	2025-10-17 23:00:00.000	345.6475	100	347.11	66.625	64	69	99.625	98	100	71.375	67	83
cbsugpu08	2025-10-17 22:00:00.000	345.3625	100	346.1	66.875	65	69	99.125	97	100	76.875	66	84
cbsugpu08	2025-10-17 21:00:00.000	345.03375	100	346.58	67	65	69	99.125	97	100	73.5	67	82
cbsugpu08	2025-10-17 20:00:00.000	345.75875	100	347.5	66.875	64	69	100	100	100	74.625	67	82
cbsugpu08	2025-10-17 19:00:00.000	345.96625	100	347.14	67	65	69	100	100	100	71	68	81
cbsugpu08	2025-10-17 18:00:00.000	346.0625	100	347.8	67.25	65	70	100	100	100	69.75	68	80
cbsugpu08	2025-10-17 17:00:00.000	345.0175	100	347.7	67.5	65	70	99.375	97	100	75.5	68	83
cbsugpu08	2025-10-17 16:00:00.000	345.56875	100	347.82	67.75	65	70	100	100	100	70	68	82
cbsugpu08	2025-10-17 15:00:00.000	346.22375	100	347.63	68	66	70	100	100	100	71.625	67	83
cbsugpu08	2025-10-17 14:00:00.000	345.46125	100	346.39	67.75	65	70	99.5	98	100	70.125	66	82
cbsugpu08	2025-10-17 13:00:00.000	344.28375	100	347.23	67	64	70	100	100	100	75.625	68	84
cbsugpu08	2025-10-17 12:00:00.000	345.21875	100	346.84	65.875	65	67	100	100	100	73.625	68	83
cbsugpu08	2025-10-17 11:00:00.000	345.44	100	346.61	66	65	67	99.875	99	100	72.125	68	83
cbsugpu08	2025-10-17 10:00:00.000	345.61	100	347.11	66.125	65	67	100	100	100	72.125	68	84
cbsugpu08	2025-10-17 09:00:00.000	345.34625	100	347.74	67	65	70	99.25	97	100	73.875	69	84
cbsugpu08	2025-10-17 08:00:00.000	344.905	100	346.71	67.125	65	70	99.25	97	100	76	67	84
cbsugpu08	2025-10-17 07:00:00.000	345.21	100	346.36	67.25	64	70	99.5	98	100	71.375	67	82
cbsugpu08	2025-10-17 06:00:00.000	345.40125	100	347.48	67.5	65	70	100	100	100	70.5	67	81
cbsugpu08	2025-10-17 05:00:00.000	345.63875	100	347.14	67.5	65	70	99.875	99	100	73.75	68	83
cbsugpu08	2025-10-17 04:00:00.000	345.965	100	347.91	67.375	65	70	99.75	98	100	71.375	66	82
cbsugpu08	2025-10-17 03:00:00.000	345.29125	100	346.49	67.625	65	71	99.375	97	100	74.375	68	83
cbsugpu08	2025-10-17 02:00:00.000	345.23125	100	346.78	67.625	65	70	99.75	98	100	73.5	67	83
cbsugpu08	2025-10-17 01:00:00.000	345.97	100	347.45	67.625	65	71	99.625	97	100	73.375	68	82
cbsugpu08	2025-10-17 00:00:00.000	345.715	100	347.35	67.625	65	70	99.125	97	100	76.375	67	83
cbsugpu08	2025-10-16 23:00:00.000	345.17625	100	347.66	68	65	71	99.625	97	100	70.5	67	82
cbsugpu08	2025-10-16 22:00:00.000	344.75625	100	346.27	68	65	71	99.25	97	100	68.625	44	83
cbsugpu08	2025-10-16 21:00:00.000	345.7375	100	347.22	68.5	66	71	100	100	100	77	68	83
cbsugpu08	2025-10-16 20:00:00.000	345.195	100	345.96	68.375	65	71	100	100	100	71.75	67	83
cbsugpu08	2025-10-16 19:00:00.000	346.30375	100	347.37	68.375	66	71	99.75	98	100	76.75	67	84
cbsugpu08	2025-10-16 18:00:00.000	345.93	100	347.64	68.875	66	71	99.625	97	100	73.125	67	84
cbsugpu08	2025-10-16 17:00:00.000	346.0325	100	347.22	68.75	66	71	99.375	97	100	74.75	67	84
cbsugpu08	2025-10-16 16:00:00.000	345.89	100	347.73	68.75	66	71	99.875	99	100	72.5	68	83
cbsugpu08	2025-10-16 15:00:00.000	344.6325	100	347.34	68.25	66	71	99.125	97	100	77.625	69	83
cbsugpu08	2025-10-16 14:00:00.000	345.04875	100	348.24	68.25	66	71	99.375	95	100	73.125	65	83
cbsugpu08	2025-10-16 13:00:00.000	345.4975	100	346.73	68	66	70	100	100	100	73.375	66	83
cbsugpu08	2025-10-16 12:00:00.000	345.845	100	346.94	68	66	70	99.875	99	100	77	68	83
cbsugpu08	2025-10-16 11:00:00.000	346.34125	100	348.06	67.875	66	70	100	100	100	71.625	67	84
cbsugpu08	2025-10-16 10:00:00.000	345.475	100	346.71	66.25	64	69	100	100	100	72.875	67	83
cbsugpu08	2025-10-16 09:00:00.000	345.715	100	347.28	65.75	64	68	100	100	100	74.625	68	83
cbsugpu08	2025-10-16 08:00:00.000	345.55125	100	347.59	65.75	64	68	99.625	98	100	73.5	65	84
cbsugpu08	2025-10-16 07:00:00.000	344.85625	100	347.8	66.75	65	70	100	100	100	74	68	83
cbsugpu08	2025-10-16 06:00:00.000	345.58875	100	346.47	68	66	70	99.375	96	100	74.125	68	81
cbsugpu08	2025-10-16 05:00:00.000	345.3675	100	346.28	68	66	70	100	100	100	70.875	67	83
cbsugpu08	2025-10-16 04:00:00.000	345.58875	100	347.27	67.75	65	70	100	100	100	75.75	67	83
cbsugpu08	2025-10-16 03:00:00.000	344.805	100	346.6	67.625	65	70	100	100	100	71.625	65	83
cbsugpu08	2025-10-16 02:00:00.000	345.68375	100	347.16	67.75	65	70	99.25	97	100	73.875	67	84
cbsugpu08	2025-10-16 01:00:00.000	345.12625	100	346.1	67.875	65	70	99.75	98	100	70.875	67	82
cbsugpu08	2025-10-16 00:00:00.000	346.06125	100	347.21	68.125	66	71	99.5	96	100	74.875	68	83
cbsugpu08	2025-10-15 23:00:00.000	346.0025	100	347.38	68	66	70	99.25	95	100	76.375	65	84
cbsugpu08	2025-10-15 22:00:00.000	345.17125	100	346.96	67.75	65	70	99.75	98	100	69.375	65	81
cbsugpu08	2025-10-15 21:00:00.000	345.6375	100	347.37	67.625	65	70	99.875	99	100	73.625	68	83
cbsugpu08	2025-10-15 20:00:00.000	345.83625	100	347.4	67.625	65	70	100	100	100	77	68	84
cbsugpu08	2025-10-15 19:00:00.000	345.17625	100	346.06	67.375	65	70	99.25	96	100	71	68	83
cbsugpu08	2025-10-15 18:00:00.000	345.80625	100	347.08	68	66	70	100	100	100	77	67	84
cbsugpu08	2025-10-15 17:00:00.000	345.6425	100	347.52	67.625	65	70	99.375	97	100	74	67	83
cbsugpu08	2025-10-15 16:00:00.000	345.4475	100	346.2	67.5	65	70	99.625	97	100	70.875	67	81
cbsugpu08	2025-10-15 15:00:00.000	202.595	49.26	347.42	51.875	35	68	49.625	0	100	36	0	83
cbsugpu08	2025-10-15 14:00:00.000	49.97	49.24	50.64	36	35	37	0	0	0	0	0	0
cbsugpu08	2025-10-15 13:00:00.000	90.9925	49.33	344.7	40	34	67	12.5	0	100	8	0	64
cbsugpu08	2025-10-15 12:00:00.000	277	48.77	347.92	59.875	33	68	84.625	0	100	47.75	0	86
cbsugpu08	2025-10-15 11:00:00.000	268.68375	48.87	348.26	57.75	32	68	75	0	100	48.5	0	87
cbsugpu08	2025-10-15 10:00:00.000	306.28625	51.21	346.6	61.5	34	68	85.125	0	100	60	0	86
cbsugpu08	2025-10-15 09:00:00.000	197.06125	49.38	345.77	49.125	34	65	50	0	100	36	0	83
cbsugpu08	2025-10-15 08:00:00.000	197.75625	49.31	346.82	49.25	34	65	50	0	100	36.625	0	82
cbsugpu08	2025-10-15 07:00:00.000	197.4775	49.21	347.51	48.625	33	65	49.5	0	100	37.375	0	78
cbsugpu08	2025-10-15 06:00:00.000	197.47625	49.48	346.28	49.625	34	65	50	0	100	36.125	0	83
cbsugpu08	2025-10-15 05:00:00.000	197.3925	49.81	346.43	49.75	35	64	49.375	0	100	38.5	0	83
cbsugpu08	2025-10-15 04:00:00.000	198.40875	49.81	348.72	50	35	65	50	0	100	40.25	0	83
cbsugpu08	2025-10-15 03:00:00.000	198.05375	49.92	346.57	50.375	36	65	50	0	100	36.75	0	84
cbsugpu08	2025-10-15 02:00:00.000	198.17125	49.86	347.45	50.5	36	65	50	0	100	37.125	0	83
cbsugpu08	2025-10-15 01:00:00.000	197.85	49.87	347.64	50.375	36	65	50	0	100	39.625	0	83
cbsugpu08	2025-10-15 00:00:00.000	197.94125	49.87	346.68	50.375	36	65	50	0	100	39	0	84
cbsugpu08	2025-10-14 23:00:00.000	197.4625	49.97	347.33	50.375	36	65	50	0	100	38.875	0	84
cbsugpu08	2025-10-14 22:00:00.000	235.35125	49.97	351.84	54.375	36	68	62.375	0	100	51.5	0	84
cbsugpu08	2025-10-14 21:00:00.000	343.75125	100	346.3	66.5	64	69	99.125	95	100	67.375	27	86
cbsugpu08	2025-10-14 20:00:00.000	340.16625	100	346.58	66.5	64	69	99.625	98	100	60	30	85
cbsugpu08	2025-10-14 19:00:00.000	271.165	50.13	346.77	58.25	36	69	75	0	100	53.625	0	83
cbsugpu08	2025-10-14 18:00:00.000	315.7675	100	345.62	64.25	62	69	82	33	100	52.5	20	82
cbsugpu08	2025-10-14 17:00:00.000	287.59125	51.46	345.79	60.375	39	64	83.875	0	100	54.375	0	83
cbsugpu08	2025-10-14 16:00:00.000	254.4	50.17	345.86	57.125	36	65	72.125	0	100	47.25	0	81
cbsugpu08	2025-10-14 15:00:00.000	197.79	50.18	346.46	50.875	36	67	50	0	100	39.75	0	83
cbsugpu08	2025-10-14 14:00:00.000	197.805	50.12	346.87	50.75	35	66	50	0	100	38	0	84
cbsugpu08	2025-10-14 13:00:00.000	197.1675	49.8	346.42	50.25	35	66	49.75	0	100	37.5	0	83
cbsugpu08	2025-10-14 12:00:00.000	197.48125	49.53	346.64	49.5	34	65	49.5	0	100	35.125	0	81
cbsugpu08	2025-10-14 11:00:00.000	197.0375	49.42	345.19	48.875	34	64	49.5	0	100	34.125	0	69
cbsugpu08	2025-10-14 10:00:00.000	197.4425	49.61	346.38	49.75	34	64	50	0	100	38.125	0	84
cbsugpu08	2025-10-14 09:00:00.000	197.90625	50.12	348.1	50.375	36	65	49.75	0	100	40.5	0	84
cbsugpu08	2025-10-14 08:00:00.000	197.765	50.08	346.89	50.375	36	65	49.75	0	100	34.75	0	74
cbsugpu08	2025-10-14 07:00:00.000	198.04875	50.21	346.4	50.75	36	66	50	0	100	35.625	0	81
cbsugpu08	2025-10-14 06:00:00.000	197.995	50.01	347.77	50.125	35	65	49.625	0	100	36.75	0	81
cbsugpu08	2025-10-14 05:00:00.000	197.815	50.34	346.06	51.375	36	67	49.75	0	100	36.75	0	83
cbsugpu08	2025-10-14 04:00:00.000	197.85	50.26	345.77	51	36	66	50	0	100	37.875	0	84
cbsugpu08	2025-10-14 03:00:00.000	197.9775	50.18	347.43	51.125	36	67	49.625	0	100	36	0	81
cbsugpu08	2025-10-14 02:00:00.000	197.61375	50.22	346.38	51.125	36	67	50	0	100	37.75	0	83
cbsugpu08	2025-10-14 01:00:00.000	197.8725	50.16	347.6	51.125	36	67	50	0	100	37.25	0	83
cbsugpu08	2025-10-14 00:00:00.000	197.5225	50.06	345.56	51.25	36	67	49.25	0	100	35.5	0	80
cbsugpu08	2025-10-13 23:00:00.000	197.74875	50.1	346.3	50.875	35	67	50	0	100	36.875	0	81
cbsugpu08	2025-10-13 22:00:00.000	197.215	50.03	345.47	51	35	67	50	0	100	41.375	0	83
cbsugpu08	2025-10-13 21:00:00.000	308.64875	50.14	346.81	63.25	36	68	87	0	100	65.75	0	84
cbsugpu08	2025-10-13 20:00:00.000	345.79625	100	347.34	67.125	66	69	100	100	100	71.125	67	82
cbsugpu08	2025-10-13 19:00:00.000	345.44	100	347.14	67	66	68	100	100	100	69.75	67	81
cbsugpu08	2025-10-13 18:00:00.000	345.165	100	347.3	67.25	66	68	99	97	100	75.625	68	83
cbsugpu08	2025-10-13 17:00:00.000	344.73625	100	346.63	67.25	66	69	99.75	98	100	75.875	67	84
cbsugpu08	2025-10-13 16:00:00.000	345.615	100	347.8	67.375	66	69	100	100	100	69.875	65	83
cbsugpu08	2025-10-13 15:00:00.000	345.00875	100	347.56	67.875	67	69	99.5	96	100	73.875	68	84
cbsugpu08	2025-10-13 14:00:00.000	345.38625	100	347.36	67.625	66	69	100	100	100	71.875	68	83
cbsugpu08	2025-10-13 13:00:00.000	346.0025	100	347.37	68.25	66	70	100	100	100	71.25	67	84
cbsugpu08	2025-10-13 12:00:00.000	345.2675	100	346.08	68	66	70	99.125	97	100	72	65	82
cbsugpu08	2025-10-13 11:00:00.000	345.22125	100	346.71	68.5	66	71	100	100	100	73.125	68	83
cbsugpu08	2025-10-13 10:00:00.000	344.23125	100	345.68	68.25	66	71	100	100	100	77	67	83
cbsugpu08	2025-10-13 09:00:00.000	345.7625	100	347.18	68.25	66	71	100	100	100	73.375	66	82
cbsugpu08	2025-10-13 08:00:00.000	346.42625	100	347.91	68.625	66	71	100	100	100	73.75	68	83
cbsugpu08	2025-10-13 07:00:00.000	345.31875	100	346.82	68	66	70	98.75	96	100	71.375	67	83
cbsugpu08	2025-10-13 06:00:00.000	345.65625	100	346.07	68.25	66	71	100	100	100	74.625	67	84
cbsugpu08	2025-10-13 05:00:00.000	345.74875	100	347.58	68	66	70	99.75	98	100	75.25	68	83
cbsugpu08	2025-10-13 04:00:00.000	345.6425	100	347.21	68.125	66	71	100	100	100	73.5	67	83
cbsugpu08	2025-10-13 03:00:00.000	346.335	100	348.11	68	66	70	99.75	98	100	70.25	67	81
cbsugpu08	2025-10-13 02:00:00.000	345.8275	100	346.86	68	66	70	99.5	98	100	73.375	65	83
cbsugpu08	2025-10-13 01:00:00.000	345.6	100	348.03	68	66	70	99.875	99	100	73.375	68	84
cbsugpu08	2025-10-13 00:00:00.000	345.5575	100	346.99	68	66	70	99.5	96	100	74	67	82
cbsugpu08	2025-10-12 23:00:00.000	345.64875	100	346.7	67.875	66	70	99.875	99	100	71.125	68	81
cbsugpu08	2025-10-12 22:00:00.000	345.30375	100	346.82	67.875	66	70	99.625	98	100	72.125	68	82
cbsugpu08	2025-10-12 21:00:00.000	345.2975	100	346.77	68	66	70	99.875	99	100	73.25	68	83
cbsugpu08	2025-10-12 20:00:00.000	344.91875	100	346.53	68	66	70	99.75	98	100	74.125	67	83
cbsugpu08	2025-10-12 19:00:00.000	346.1875	100	347.67	68	66	70	99.875	99	100	73.375	68	83
cbsugpu08	2025-10-12 18:00:00.000	345.73625	100	347.23	67.875	66	70	100	100	100	76.125	67	83
cbsugpu08	2025-10-12 17:00:00.000	344.9175	100	346.18	67.875	66	70	99.25	97	100	71.125	67	80
cbsugpu08	2025-10-12 16:00:00.000	344.5125	100	346.13	68	66	70	100	100	100	75.125	67	83
cbsugpu08	2025-10-12 15:00:00.000	346.11	100	348.05	68	66	70	99.625	98	100	71.125	67	81
cbsugpu08	2025-10-12 14:00:00.000	346.11	100	348.07	68	65	71	99.875	99	100	79.75	68	83
cbsugpu08	2025-10-12 13:00:00.000	345.41125	100	346.58	67.75	66	70	99.5	96	100	70.5	67	82
cbsugpu08	2025-10-12 12:00:00.000	345.89125	100	347.65	68	66	70	99.75	98	100	71.75	68	82
cbsugpu08	2025-10-12 11:00:00.000	346.0025	100	348.38	68	66	70	99.75	98	100	71.75	68	83
cbsugpu08	2025-10-12 10:00:00.000	283.05125	49.37	346.31	61.25	35	70	75	0	100	56.25	0	83
cbsugpu08	2025-10-12 09:00:00.000	197.53625	49.25	347.75	52	34	70	50	0	100	39.125	0	82
cbsugpu08	2025-10-12 08:00:00.000	197.01625	49.22	345.52	51.875	34	70	50	0	100	39.125	0	82
cbsugpu08	2025-10-12 07:00:00.000	197.1575	49.28	345.59	52.375	34	70	50	0	100	37.375	0	82
cbsugpu08	2025-10-12 06:00:00.000	197.15375	49.29	345.48	52.125	34	70	50	0	100	35.5	0	82
cbsugpu08	2025-10-12 05:00:00.000	197.55125	49.32	346.57	52.5	35	70	49.75	0	100	35	0	81
cbsugpu08	2025-10-12 04:00:00.000	271.57375	49.49	346.93	60.375	35	70	74.375	0	100	58.875	0	82
cbsugpu08	2025-10-12 03:00:00.000	345.53375	100	346.95	67.875	66	70	99.75	98	100	74.375	67	83
cbsugpu08	2025-10-12 02:00:00.000	345.48875	100	346.44	68	66	70	100	100	100	76.75	67	83
cbsugpu08	2025-10-12 01:00:00.000	345.33	100	346.07	68	66	70	99.625	98	100	71.25	66	82
cbsugpu08	2025-10-12 00:00:00.000	346.04125	100	347.65	68.25	66	71	99.25	95	100	72.625	68	83
cbsugpu08	2025-10-11 23:00:00.000	345.11	100	346.64	67.875	66	70	99.75	98	100	72	67	82
cbsugpu08	2025-10-11 22:00:00.000	345.63625	100	347.09	67.875	66	70	99.25	96	100	70.25	64	83
cbsugpu08	2025-10-11 21:00:00.000	345.55625	100	348.29	67.75	66	70	100	100	100	71.875	66	82
cbsugpu08	2025-10-11 20:00:00.000	345.4225	100	346.64	67.75	65	70	99.625	98	100	73	67	82
cbsugpu08	2025-10-11 19:00:00.000	345.21375	100	347.21	68	66	70	99.75	98	100	72.875	67	82
cbsugpu08	2025-10-11 18:00:00.000	345.6325	100	347.46	67.625	65	70	99.75	99	100	75.75	67	83
cbsugpu08	2025-10-11 17:00:00.000	345.425	100	346.33	67.25	65	69	99.625	98	100	72.5	67	83
cbsugpu08	2025-10-11 16:00:00.000	345.90375	100	347.13	67.125	65	69	100	100	100	77.25	69	83
cbsugpu08	2025-10-11 15:00:00.000	345.39125	100	346.24	67.375	65	69	99.875	99	100	75.75	68	83
cbsugpu08	2025-10-11 14:00:00.000	346.1525	100	347.37	67.25	65	69	99.75	98	100	73	65	84
cbsugpu08	2025-10-11 13:00:00.000	346.1025	100	347.92	67.75	66	70	99.375	97	100	77.25	65	83
cbsugpu08	2025-10-11 12:00:00.000	345.09625	100	345.93	67.625	66	70	99.25	96	100	74.375	63	83
cbsugpu08	2025-10-11 11:00:00.000	343.965	100	346.61	67.375	65	70	99.25	97	100	73.75	68	82
cbsugpu08	2025-10-11 10:00:00.000	345.9425	100	347.94	67.375	65	70	99.875	99	100	72.75	68	83
cbsugpu08	2025-10-11 09:00:00.000	345.20875	100	346.61	67.375	65	69	99.75	98	100	72.125	68	83
cbsugpu08	2025-10-11 08:00:00.000	345.2275	100	346.81	67.5	66	69	99.875	99	100	73.375	67	83
cbsugpu08	2025-10-11 07:00:00.000	345.7975	100	349.11	67.375	65	69	99.75	98	100	70.125	68	83
cbsugpu08	2025-10-11 06:00:00.000	345.22875	100	346.99	67.75	66	70	99.625	97	100	80.5	69	83
cbsugpu08	2025-10-11 05:00:00.000	345.22375	100	347.04	68	66	70	99.875	99	100	80.5	69	83
cbsugpu08	2025-10-11 04:00:00.000	345.2625	100	347.84	67.5	66	69	99.5	98	100	71.875	66	78
cbsugpu08	2025-10-11 03:00:00.000	345.44	100	347.91	68	66	70	99.5	96	100	72.375	67	83
cbsugpu08	2025-10-11 02:00:00.000	345.8875	100	346.94	67.875	66	70	100	100	100	71.875	68	83
cbsugpu08	2025-10-11 01:00:00.000	345.92625	100	347.09	67.625	66	70	99.875	99	100	75	68	83
cbsugpu08	2025-10-11 00:00:00.000	346.08	100	348.68	67.625	66	70	99.5	98	100	73	68	81
cbsugpu08	2025-10-10 23:00:00.000	345.64375	100	347.39	67.625	65	70	100	100	100	71.75	67	83
cbsugpu08	2025-10-10 22:00:00.000	345.705	100	347.88	67.625	66	70	100	100	100	72.875	67	83
cbsugpu08	2025-10-10 21:00:00.000	345.41375	100	346.26	67.75	65	70	100	100	100	71.25	67	82
cbsugpu08	2025-10-10 20:00:00.000	345.955	100	347.64	68	66	70	99.875	99	100	71.375	67	83
cbsugpu08	2025-10-10 19:00:00.000	344.08375	100	345.74	67.125	65	69	98.875	95	100	73.375	65	83
cbsugpu08	2025-10-10 18:00:00.000	346.4075	100	347.86	67.75	66	70	99.75	98	100	79.75	68	83
cbsugpu08	2025-10-10 17:00:00.000	332.625	100	348.57	65.875	61	70	100	100	100	67.75	52	82
cbsugpu08	2025-10-10 16:00:00.000	344.90625	100	347.67	67	64	69	99.875	99	100	65.625	57	68
cbsugpu08	2025-10-10 15:00:00.000	345.79875	100	348.21	67.5	65	70	99.25	98	100	72.5	68	81
cbsugpu08	2025-10-10 14:00:00.000	345.44	100	346.7	67.5	66	69	99.5	98	100	72	66	83
cbsugpu08	2025-10-10 13:00:00.000	345.51875	100	347.26	67.5	66	69	100	100	100	73.625	68	83
cbsugpu08	2025-10-10 12:00:00.000	345.88375	100	347.9	67.375	65	69	99.75	98	100	72.625	65	82
cbsugpu08	2025-10-10 11:00:00.000	345.72375	100	347.82	67.5	66	69	99.75	98	100	69.375	67	74
cbsugpu08	2025-10-10 10:00:00.000	308.30625	50.86	347.06	63.625	38	69	87.125	0	100	63.25	0	83
